Bird,Male_id,Degree,Cohesion,nPairbonds,maxPairbond,Eggs,Aviary,AviaryCohesion,Score,DegreeScore,nSongs,Eggspectation,EggScore,EggPerPair
2,MBOD,5,0.14837533094677455,0,0.0,0.0,4,0.09226579983769621,0.09060766040233821,3.6,40.0,0.0,,
3,MD2O,6,0.16922421392832815,0,0.0,0.0,4,0.09226579983769621,0.09060766040233821,3.6,16.0,0.0,,
4,MGWD,6,0.18617490393793107,2,22.0,27.0,4,0.09226579983769621,0.09060766040233821,3.6,189.0,0.0,inf,13.5
5,MLB,4,0.07320834283087761,0,0.0,0.0,4,0.09226579983769621,0.09060766040233821,3.6,60.0,0.0,,
6,MMLR,3,0.0681514026153117,1,0.0,0.0,4,0.09226579983769621,0.09060766040233821,3.6,175.0,0.0,,0.0
7,MMOL,2,0.059395044074497916,0,0.0,0.0,4,0.09226579983769621,0.09060766040233821,3.6,24.0,0.0,,
8,MW2R,2,0.01205848457646265,2,0.0,17.0,4,0.09226579983769621,0.09060766040233821,3.6,107.0,0.0,inf,8.5
9,MWMG,3,0.10590036739033269,1,9.0,9.0,4,0.09226579983769621,0.09060766040233821,3.6,92.0,0.0,inf,9.0
0,MBWD,2,0.03409320263888476,1,0.0,0.0,5,0.0967354621272926,0.08961278588058606,2.75,202.0,6.006239308888314,0.0,0.0
1,MBWO,0,,0,0.0,0.0,5,0.0967354621272926,0.08961278588058606,2.75,0.0,6.006239308888314,0.0,
2,MDBR,3,0.07413351040400784,2,0.0,1.0,5,0.0967354621272926,0.08961278588058606,2.75,222.0,6.006239308888314,0.16649353257039778,0.5
3,MGRG,2,0.06935559128402531,2,5.0,10.0,5,0.0967354621272926,0.08961278588058606,2.75,689.0,6.006239308888314,1.6649353257039778,5.0
4,MMD,3,0.07585396810682715,0,0.0,0.0,5,0.0967354621272926,0.08961278588058606,2.75,153.0,6.006239308888314,0.0,
5,MN2W,4,0.13067336492834414,1,3.0,3.0,5,0.0967354621272926,0.08961278588058606,2.75,227.0,6.006239308888314,0.49948059771119335,3.0
6,MNGO,5,0.1794452689363987,1,0.0,0.0,5,0.0967354621272926,0.08961278588058606,2.75,250.0,6.006239308888314,0.0,0.0
7,MYLO,3,0.11359332859256033,2,17.0,24.0,5,0.0967354621272926,0.08961278588058606,2.75,379.0,6.006239308888314,3.995844781689547,12.0
0,MDGR,1,0.0766227103033114,2,0.0,11.0,6,0.09220313208486237,0.08815650038816411,2.75,247.0,5.91135097426488,1.8608267463543613,5.5
1,MDMG,4,0.12107280053504425,2,7.0,9.0,6,0.09220313208486237,0.08815650038816411,2.75,180.0,5.91135097426488,1.5224946106535684,4.5
2,MGM,4,0.09805692523216282,0,0.0,0.0,6,0.09220313208486237,0.08815650038816411,2.75,77.0,5.91135097426488,0.0,
3,MLY,3,0.10001761643108094,5,1.0,10.0,6,0.09220313208486237,0.08815650038816411,2.75,678.0,5.91135097426488,1.6916606785039647,2.0
4,MNOW,3,0.10902309174286111,1,14.0,14.0,6,0.09220313208486237,0.08815650038816411,2.75,154.0,5.91135097426488,2.3683249499055505,14.0
5,MRBG,2,0.07525270349250358,0,0.0,0.0,6,0.09220313208486237,0.08815650038816411,2.75,143.0,5.91135097426488,0.0,
6,MROD,3,0.04588326892173665,0,0.0,0.0,6,0.09220313208486237,0.08815650038816411,2.75,75.0,5.91135097426488,0.0,
7,MYRM,2,0.11169594002019818,1,0.0,0.0,6,0.09220313208486237,0.08815650038816411,2.75,315.0,5.91135097426488,0.0,0.0
0,M2YL,4,0.04163008139733649,0,0.0,0.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,38.0,0.0,,
1,MDRO,6,0.19385899442324345,0,0.0,0.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,38.0,0.0,,
2,MGDL,5,0.1360679918829212,0,0.0,0.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,26.0,0.0,,
3,MLNR,6,0.16438391383201106,0,0.0,0.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,54.0,0.0,,
4,MLYR,6,0.13672956110967047,1,3.0,3.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,98.0,0.0,inf,3.0
5,MMGR,5,0.06917208239500139,2,7.0,7.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,169.0,0.0,inf,3.5
6,MMLD,4,0.061276335193300745,0,0.0,0.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,56.0,0.0,,
7,MMWD,3,0.11866701670779564,1,0.0,0.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,131.0,0.0,,0.0
8,MNDO,0,-0.036745320103582974,1,1.0,1.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,130.0,0.0,inf,1.0
9,MRG,0,,0,1.0,0.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,0.0,0.0,,
10,MRLW,7,0.2434877744298117,0,0.0,0.0,7,0.11285284312675091,0.10399141622372883,4.181818181818182,68.0,0.0,,
0,MBWD,4,0.07885812360131826,0,0.0,0.0,8,0.1034829266120365,0.10115343505710953,4.2,82.0,,,
1,MDBR,4,0.1282018218689277,2,16.0,27.0,8,0.1034829266120365,0.10115343505710953,4.2,327.0,,,13.5
2,MGRG,3,0.07152191942744118,3,0.0,10.0,8,0.1034829266120365,0.10115343505710953,4.2,303.0,,,3.3333333333333335
3,MLO,4,0.13345852085263188,0,0.0,0.0,8,0.1034829266120365,0.10115343505710953,4.2,37.0,,,
4,MM2D,6,0.1421076308045998,0,0.0,0.0,8,0.1034829266120365,0.10115343505710953,4.2,85.0,,,
5,MMD,6,0.13251616127894053,0,0.0,0.0,8,0.1034829266120365,0.10115343505710953,4.2,32.0,,,
6,MMWD,2,-0.004213867818189668,0,0.0,0.0,8,0.1034829266120365,0.10115343505710953,4.2,16.0,,,
7,MN2W,4,0.1401043615444985,0,0.0,0.0,8,0.1034829266120365,0.10115343505710953,4.2,44.0,,,
8,MWG,5,0.11473317408161507,1,5.0,5.0,8,0.1034829266120365,0.10115343505710953,4.2,495.0,,,5.0
9,MYLO,4,0.09754142047858158,1,11.0,11.0,8,0.1034829266120365,0.10115343505710953,4.2,170.0,,,11.0
0,M2YL,4,0.1514476712943626,1,10.0,10.0,9,0.09450595062196619,0.14749191450753812,2.5714285714285716,136.0,4.397042281419163,2.2742560475839815,10.0
1,MBDY,5,0.2058683145591156,1,9.0,9.0,9,0.09450595062196619,0.14749191450753812,2.5714285714285716,194.0,4.397042281419163,2.0468304428255832,9.0
2,MD2O,3,0.11850330574700847,2,0.0,0.0,9,0.09450595062196619,0.14749191450753812,2.5714285714285716,161.0,4.397042281419163,0.0,0.0
3,MLNR,2,0.7600796553858447,0,0.0,0.0,9,0.09450595062196619,0.14749191450753812,2.5714285714285716,2.0,4.397042281419163,0.0,
4,MMG,0,-0.25264203485051806,0,0.0,0.0,9,0.09450595062196619,0.14749191450753812,2.5714285714285716,5.0,4.397042281419163,0.0,
5,MNDO,2,0.005716604108700407,2,12.0,13.0,9,0.09450595062196619,0.14749191450753812,2.5714285714285716,247.0,4.397042281419163,2.956532861859176,6.5
6,MRLW,2,0.04484041715513846,2,0.0,3.0,9,0.09450595062196619,0.14749191450753812,2.5714285714285716,135.0,4.397042281419163,0.6822768142751945,1.5
0,M2M,3,0.07851188933415969,1,4.0,4.0,10,0.11436237712035088,0.11544698737150094,2.2222222222222223,99.0,4.098460219291044,0.9759762901131499,4.0
1,MDGR,0,,0,4.0,0.0,10,0.11436237712035088,0.11544698737150094,2.2222222222222223,0.0,4.098460219291044,0.0,
2,MDL,4,0.21173885625131947,1,2.0,2.0,10,0.11436237712035088,0.11544698737150094,2.2222222222222223,77.0,4.098460219291044,0.48798814505657495,2.0
3,MDMG,4,0.13867015340014555,2,1.0,5.0,10,0.11436237712035088,0.11544698737150094,2.2222222222222223,298.0,4.098460219291044,1.2199703626414373,2.5
4,MGM,0,,0,1.0,0.0,10,0.11436237712035088,0.11544698737150094,2.2222222222222223,0.0,4.098460219291044,0.0,
5,MLY,4,0.17893678660048776,1,0.0,0.0,10,0.11436237712035088,0.11544698737150094,2.2222222222222223,327.0,4.098460219291044,0.0,0.0
6,MNOW,2,0.05275714615281137,2,0.0,7.0,10,0.11436237712035088,0.11544698737150094,2.2222222222222223,164.0,4.098460219291044,1.7079585076980124,3.5
7,MON,0,0.018200995846887922,0,0.0,0.0,10,0.11436237712035088,0.11544698737150094,2.2222222222222223,27.0,4.098460219291044,0.0,
8,MRBG,3,0.12172081225664426,2,0.0,3.0,10,0.11436237712035088,0.11544698737150094,2.2222222222222223,61.0,4.098460219291044,0.7319822175848624,1.5
0,MB2M,8,0.13504176226572445,1,8.0,8.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,258.0,,,8.0
1,MBOD,5,0.10028750157363535,1,10.0,10.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,176.0,,,10.0
2,MGD,4,0.1269826982706542,0,0.0,0.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,64.0,,,
3,MGWD,2,0.06462506482721654,1,16.0,16.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,344.0,,,16.0
4,MLB,4,0.07263803388949568,0,0.0,0.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,81.0,,,
5,MMOL,2,0.05069396088741314,1,1.0,1.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,82.0,,,1.0
6,MND,5,0.07391694152374864,1,2.0,2.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,192.0,,,2.0
7,MO,4,0.06049865983445345,1,10.0,10.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,181.0,,,10.0
8,MW2R,4,0.10086809753474868,2,0.0,5.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,436.0,,,2.5
9,MWMG,2,0.08337379248332498,1,18.0,18.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,215.0,,,18.0
10,MWRO,2,0.02866975394929,0,0.0,0.0,11,0.08159966063997319,0.08339263400559795,3.8181818181818183,48.0,,,
0,MBWD,1,0.036021234719650054,0,0.0,0.0,12,0.05757852793800425,0.07966174842676714,3.0,142.0,3.1700603480404794,0.0,
1,MDBR,5,0.09756579820656537,2,14.0,14.0,12,0.05757852793800425,0.07966174842676714,3.0,412.0,3.1700603480404794,4.416319710965083,7.0
2,MGRG,3,0.05171088544693195,4,7.0,12.0,12,0.05757852793800425,0.07966174842676714,3.0,540.0,3.1700603480404794,3.7854168951129283,3.0
3,MGWD,4,0.09426783221214885,0,0.0,0.0,12,0.05757852793800425,0.07966174842676714,3.0,116.0,3.1700603480404794,0.0,
4,MLNR,2,0.007141115910566353,1,17.0,17.0,12,0.05757852793800425,0.07966174842676714,3.0,273.0,3.1700603480404794,5.362673934743315,17.0
5,MMD,0,,0,17.0,0.0,12,0.05757852793800425,0.07966174842676714,3.0,0.0,3.1700603480404794,0.0,
6,MMOL,1,-0.0662720855346791,0,0.0,0.0,12,0.05757852793800425,0.07966174842676714,3.0,4.0,3.1700603480404794,0.0,
7,MNDO,5,0.1205105843679331,1,4.0,4.0,12,0.05757852793800425,0.07966174842676714,3.0,240.0,3.1700603480404794,1.2618056317043094,4.0
8,MRBG,4,0.07007818104873291,2,6.0,15.0,12,0.05757852793800425,0.07966174842676714,3.0,323.0,3.1700603480404794,4.73177111889116,7.5
9,MW2R,5,0.07811205307799161,2,10.0,13.0,12,0.05757852793800425,0.07966174842676714,3.0,692.0,3.1700603480404794,4.100868303039006,6.5
0,M2M,3,0.11709213234467296,3,3.0,16.0,13,0.09677698719438958,0.10168108234910232,2.75,175.0,4.7417084754833105,3.3743111966344914,5.333333333333333
1,MBDY,3,0.04039900148154133,2,0.0,5.0,13,0.09677698719438958,0.10168108234910232,2.75,303.0,4.7417084754833105,1.0544722489482785,2.5
2,MM2D,3,0.05701296920149621,0,0.0,0.0,13,0.09677698719438958,0.10168108234910232,2.75,15.0,4.7417084754833105,0.0,
3,MMG,1,0.06642869605743787,1,3.0,3.0,13,0.09677698719438958,0.10168108234910232,2.75,345.0,4.7417084754833105,0.6326833493689672,3.0
4,MND,5,0.17100036938769306,2,0.0,5.0,13,0.09677698719438958,0.10168108234910232,2.75,195.0,4.7417084754833105,1.0544722489482785,2.5
5,MO,1,0.010798772227836696,1,8.0,8.0,13,0.09677698719438958,0.10168108234910232,2.75,56.0,4.7417084754833105,1.6871555983172457,8.0
6,MON,3,0.2087213765678107,0,0.0,0.0,13,0.09677698719438958,0.10168108234910232,2.75,20.0,4.7417084754833105,0.0,
7,MWG,3,0.09882033926204922,2,0.0,6.0,13,0.09677698719438958,0.10168108234910232,2.75,234.0,4.7417084754833105,1.2653666987379344,3.0
0,M2YL,3,0.1396617799788774,2,10.0,10.0,14,0.10723930474056449,0.08823302193736043,3.2,230.0,3.1700603480404794,3.1545140792607733,5.0
1,MB2M,3,0.09887864331077365,1,5.0,5.0,14,0.10723930474056449,0.08823302193736043,3.2,184.0,3.1700603480404794,1.5772570396303867,5.0
2,MBOD,3,0.11237225669614496,1,6.0,6.0,14,0.10723930474056449,0.08823302193736043,3.2,140.0,3.1700603480404794,1.8927084475564642,6.0
3,MDGR,3,0.057554926377162564,3,4.0,7.0,14,0.10723930474056449,0.08823302193736043,3.2,486.0,3.1700603480404794,2.2081598554825415,2.3333333333333335
4,MDMG,4,0.09271499372012065,1,11.0,11.0,14,0.10723930474056449,0.08823302193736043,3.2,391.0,3.1700603480404794,3.4699654871868506,11.0
5,MGM,2,0.3035973060429582,0,0.0,0.0,14,0.10723930474056449,0.08823302193736043,3.2,2.0,3.1700603480404794,0.0,
6,MLB,3,0.06946135390322784,1,8.0,8.0,14,0.10723930474056449,0.08823302193736043,3.2,363.0,3.1700603480404794,2.5236112634086187,8.0
7,MLY,2,0.0443741933156957,0,0.0,0.0,14,0.10723930474056449,0.08823302193736043,3.2,15.0,3.1700603480404794,0.0,
8,MRLW,7,0.22811512242744816,2,3.0,9.0,14,0.10723930474056449,0.08823302193736043,3.2,179.0,3.1700603480404794,2.839062671334696,4.5
9,MWMG,2,0.021595240939358724,1,1.0,1.0,14,0.10723930474056449,0.08823302193736043,3.2,233.0,3.1700603480404794,0.31545140792607734,1.0
0,MBOD,3,0.12426280513666205,0,0.0,0.0,15,0.17417702687471315,0.17515581653273987,3.75,31.0,4.657729635739871,0.0,
1,MBWD,5,0.18212348571292458,1,7.0,7.0,15,0.17417702687471315,0.17515581653273987,3.75,650.0,4.657729635739871,1.502878128925159,7.0
2,MDGR,4,0.19600953890481596,1,0.0,0.0,15,0.17417702687471315,0.17515581653273987,3.75,83.0,4.657729635739871,0.0,0.0
3,MLB,0,,0,0.0,0.0,15,0.17417702687471315,0.17515581653273987,3.75,10.0,4.657729635739871,0.0,
4,MLY,5,0.22213442527098978,2,10.0,13.0,15,0.17417702687471315,0.17515581653273987,3.75,789.0,4.657729635739871,2.791059382289581,6.5
5,MO,5,0.18097016703673188,3,5.0,6.0,15,0.17417702687471315,0.17515581653273987,3.75,559.0,4.657729635739871,1.288181253364422,2.0
6,MON,2,0.057437919669874785,0,0.0,0.0,15,0.17417702687471315,0.17515581653273987,3.75,45.0,4.657729635739871,0.0,
7,MW2R,6,0.2238450066158533,2,5.0,5.0,15,0.17417702687471315,0.17515581653273987,3.75,942.0,4.657729635739871,1.073484377803685,2.5
0,MDBR,4,0.10184928842409026,2,6.0,6.0,16,0.19910577806970373,0.2545563251350422,4.0,196.0,4.657729635739871,1.288181253364422,3.0
1,MGM,2,0.04540204479853962,0,0.0,0.0,16,0.19910577806970373,0.2545563251350422,4.0,5.0,4.657729635739871,0.0,
2,MGRG,5,0.16971898791795575,2,0.0,5.0,16,0.19910577806970373,0.2545563251350422,4.0,770.0,4.657729635739871,1.073484377803685,2.5
3,MMD,3,0.1423920544608479,0,0.0,0.0,16,0.19910577806970373,0.2545563251350422,4.0,14.0,4.657729635739871,0.0,
4,MMG,5,0.21952508990186986,1,4.0,4.0,16,0.19910577806970373,0.2545563251350422,4.0,377.0,4.657729635739871,0.858787502242948,4.0
5,MND,0,,0,4.0,0.0,16,0.19910577806970373,0.2545563251350422,4.0,0.0,4.657729635739871,0.0,
6,MNDO,5,0.38507073430872707,0,0.0,0.0,16,0.19910577806970373,0.2545563251350422,4.0,92.0,4.657729635739871,0.0,
7,MRBG,6,0.2593554299394002,3,5.0,25.0,16,0.19910577806970373,0.2545563251350422,4.0,480.0,4.657729635739871,5.367421889018425,8.333333333333334
8,MRLW,6,0.2625461660516287,2,0.0,7.0,16,0.19910577806970373,0.2545563251350422,4.0,362.0,4.657729635739871,1.502878128925159,3.5
0,MBMB,4,0.12888133654644857,0,0.0,0.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,23.0,5.049469147482394,0.0,
1,MDRG,0,-1.0,0,0.0,0.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,7.0,5.049469147482394,0.0,
2,MHLH,4,-0.06656729078836626,1,8.0,8.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,379.0,5.049469147482394,1.5843249589887496,8.0
3,MHWM,3,0.1734357086483087,0,0.0,0.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,13.0,5.049469147482394,0.0,
4,MLHM,0,,0,0.0,0.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,0.0,5.049469147482394,0.0,
5,MLN,5,0.014059530451426997,7,0.0,10.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,395.0,5.049469147482394,1.9804061987359372,1.4285714285714286
6,MMO,3,0.05389710070249663,3,4.0,18.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,246.0,5.049469147482394,3.5647311577246867,6.0
7,MMPW,2,0.05545165088742039,2,4.0,4.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,530.0,5.049469147482394,0.7921624794943748,2.0
8,MOPR,3,0.1658629820079916,1,1.0,1.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,186.0,5.049469147482394,0.1980406198735937,1.0
9,MPYW,3,0.15778919090537777,1,0.0,0.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,197.0,5.049469147482394,0.0,0.0
10,MY,5,0.2021048833307738,1,0.0,0.0,17,0.05528276510645443,0.10587442613644711,2.909090909090909,189.0,5.049469147482394,0.0,0.0
0,M2M,3,0.05638050996754722,1,5.0,5.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,209.0,5.08759878826104,0.9827818992992995,5.0
1,M2N,1,0.9999999999999999,0,0.0,0.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,4.0,5.08759878826104,0.0,
2,MBMY,5,0.12964004890956482,1,2.0,2.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,132.0,5.08759878826104,0.3931127597197198,2.0
3,MBWL,5,0.20985362948097744,1,1.0,1.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,50.0,5.08759878826104,0.1965563798598599,1.0
4,MGHL,6,0.14373402676796504,1,0.0,0.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,59.0,5.08759878826104,0.0,0.0
5,MGOP,4,0.1333145558151599,1,8.0,8.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,210.0,5.08759878826104,1.5724510388788793,8.0
6,MHMO,2,-0.015556080731959679,0,0.0,0.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,13.0,5.08759878826104,0.0,
7,MHWH,7,0.1548497084800016,2,1.0,2.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,118.0,5.08759878826104,0.3931127597197198,1.0
8,MLDW,3,0.012656306173354965,1,6.0,6.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,90.0,5.08759878826104,1.1793382791591593,6.0
9,MMNL,5,0.07045213587063082,1,0.0,0.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,46.0,5.08759878826104,0.0,0.0
10,MPNH,7,0.15327039942361542,1,19.0,19.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,152.0,5.08759878826104,3.734571217337338,19.0
11,MRMO,2,0.029973780142748478,1,14.0,14.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,93.0,5.08759878826104,2.7517893180380386,14.0
12,MYHM,0,,0,14.0,0.0,18,0.10923053828028126,0.10795318439351709,3.8461538461538463,5.0,5.08759878826104,0.0,
