223,2009-06-06,M8,2009-06-06,F,00-00-00,10,3.316,240,?,8
224,2009-06-06,M8,2009-06-06,F,00-00-00,10,2.865,240,FYBL,8
225,2009-06-06,M7,2009-06-06,F,00-00-00,10,3.152,240,?,3
226,2009-06-06,M7,2009-06-06,NF,00-00-00,10,3.118,240,FRW,4
227,2009-06-06,M7,2009-06-06,F,00-00-00,10,3.563,240,FLOY,4
228,2009-06-07,M8,00-00-00,X,00-00-00,0,0,0,FYBL,7
229,2009-06-07,M8,2009-06-07,F,00-00-00,10,3.403,240,FR2G,7
230,2009-06-07,M7,2009-06-07,F,00-00-00,10,3.961,240,F2RD,3
231,2009-06-07,M7,00-00-00,X,00-00-00,0,0,0,FLG,1
232,2009-06-08,M8,2009-06-08,F,00-00-00,10,3.789,240,?,7
233,2009-06-08,M8,2009-06-08,NF,00-00-00,10,2.764,240,FR2G,7
234,2009-06-08,M8,2009-06-08,F,00-00-00,10,2.45,240,FYBL,7
235,2009-06-08,M7,2009-06-08,F,00-00-00,10,3.203,240,?,3
236,2009-06-08,M7,2009-06-08,F,00-00-00,10,3.374,240,FLG,3
237,2009-06-08,M7,2009-06-08,F,00-00-00,10,3.384,240,FR2D,2
238,2009-06-09,M6,2009-06-09,NF,00-00-00,11,2.447,264,FDR,9
239,2009-06-09,M8,2009-06-09,NF,00-00-00,11,2.907,264,FRLR,8
240,2009-06-09,M8,2009-06-09,F,00-00-00,11,3.306,264,FGOG,6
241,2009-06-09,M7,2009-06-09,F,00-00-00,11,3.204,264,FLG,1
242,2009-06-09,M7,2009-06-09,NF,00-00-00,11,3.365,264,FGYD,3
243,2009-06-10,M6,2009-06-10,F,00-00-00,10,2.809,240,FOGO,10
244,2009-06-10,M8,2009-06-10,F,00-00-00,10,2.735,240,FRLR,6
245,2009-06-10,M8,00-00-00,X,00-00-00,0,2.919,0,FYBL,8
246,2009-06-10,M7,00-00-00,X,00-00-00,0,0,0,FRW,2
247,2009-06-10,M7,2009-06-10,NF,00-00-00,10,2.935,240,FLG,1
248,2009-06-11,M8,2009-06-11,F,00-00-00,10,2.86,240,FGOG,7
249,2009-06-11,M7,2009-06-11,F,00-00-00,10,3.334,240,FLG,2
250,2009-06-11,M7,00-00-00,X,00-00-00,0,0,0,FR2D,1
251,2009-06-11,M6,00-00-00,X,00-00-00,0,0,0,?,10
252,2009-06-11,M6,2009-06-11,X,00-00-00,0,0,0,?,10
253,2009-06-12,M6,2009-06-12,NF,00-00-00,10,2.866,240,FDR,12
254,2009-06-12,M8,2009-06-12,NF,00-00-00,10,2.953,240,FPBM,6
255,2009-06-12,M7,00-00-00,X,00-00-00,0,0,0,FR2D,2
256,2009-06-12,M7,00-00-00,X,00-00-00,0,0,0,FLOY,1
257,2009-06-13,M8,00-00-00,X,00-00-00,0,0,0,FPOD,8
258,2009-06-13,M7,2009-06-13,F,00-00-00,10,3.085,240,?,1
259,2009-06-14,M6,2009-06-14,NF,00-00-00,10,2.675,240,?,12
260,2009-06-14,M7,2009-06-14,F,00-00-00,10,3.097,240,?,1
261,2009-06-14,M7,2009-06-14,NF,00-00-00,10,2.521,240,?,1
262,2009-06-14,M7,2009-06-14,NF,00-00-00,10,3.229,240,?,2
263,2009-06-14,M7,00-00-00,X,00-00-00,0,0,0,?,2
264,2009-06-15,M7,2009-06-15,F,00-00-00,10,2.903,240,FLG,2
265,2009-06-16,M6,2009-06-16,,00-00-00,3212,3.049,77088,?,10
266,2009-06-16,M7,2009-06-16,,00-00-00,3212,3.481,77088,?,1
267,2009-06-18,M6,00-00-00,X,00-00-00,0,0,0,?,10?
268,2009-06-18,M7,2009-06-18,,00-00-00,3210,3.345,77040,F2RD,3
269,2009-06-18,M7,2009-06-18,,00-00-00,3210,3.584,77040,FLG,1
270,2009-06-19,M6,2009-06-19,,00-00-00,3209,2.594,77016,FOGO,9
271,2009-06-19,M8,2009-06-19,,00-00-00,3209,3.214,77016,FPOD,6
272,2009-06-19,M7,00-00-00,X,00-00-00,0,0,0,FWN,2
273,2009-06-21,M7,2009-06-21,,00-00-00,3207,3.549,76968,?,1
274,2009-06-21,M7,2009-06-21,,00-00-00,3207,2.835,76968,F2RD,1
275,2009-06-21,M7,2009-06-21,,00-00-00,3207,3.211,76968,?,4
276,2009-06-22,M7,2009-06-22,,00-00-00,3206,3.3,76944,,1
277,2009-06-22,M7,2009-06-22,,00-00-00,3206,3.141,76944,,1
278,2009-06-23,M6,2009-06-23,,00-00-00,3205,2.582,76920,,10
279,2009-06-23,M7,2009-06-23,,00-00-00,3205,3.06,76920,,1
280,2009-06-23,M7,2009-06-23,,00-00-00,3205,3.652,76920,,2
281,2009-06-24,M7,2009-06-24,,00-00-00,3204,3.383,76896,,1
282,2009-06-24,M7,2009-06-24,,00-00-00,3204,3.629,76896,F2RD,2
