MGRG,MMD,,10:57:18,,10-05-02,M7
MMG,MALE,other,11:03:40,,10-05-02,M7
MMG,MALE,other,11:03:55,,10-05-02,M7
MRLW,MRBG,,11:23:44,,10-05-02,M7
MDBR,MMD,,11:28:10,,10-05-02,M7
FLOY,rattle,,11:29:39,,10-05-02,M7
FLOY,rattle,,11:29:56,,10-05-02,M7
MRBG,MALE,other,11:44:46,,10-05-02,M7
MMG,FLOY,rattle,11:47:38,,10-05-02,M7
MNDO,MMG,,11:51:29,,10-05-02,M7
MMG,MALE,other,11:55:47,,10-05-02,M7
MMG,FLOY,rattle,11:56:20,,10-05-02,M7
FLOY,rattle,,11:56:38,,10-05-02,M7
FLOY,rattle,,11:52:10,,10-05-02,M7
FLOY,rattle,,11:52:15,,10-05-02,M7
FLOY,rattle,,11:52:25,,10-05-02,M7
FLOY,rattle,,11:52:33,,10-05-02,M7
FLOY,rattle,,11:52:47,,10-05-02,M7
FLOY,rattle,,11:52:57,,10-05-02,M7
FLOY,rattle,,11:53:09,,10-05-02,M7
MWRM,,,09:03:41,,10-05-02,M5
MWRM,,,09:04:10,,10-05-02,M5
MGPM,,,09:04:58,,10-05-02,M5
MGPM,MRNW,,09:05:22,,10-05-02,M5
MRNW,MGPM,,09:05:32,,10-05-02,M5
MGPM,MRNW,,00:00:00,,10-05-02,M5
MRNW,MGPM,,00:00:00,,10-05-02,M5
MGPM,MRNW,,09:05:50,,10-05-02,M5
MRNW,MGPM,,09:05:55,,10-05-02,M5
MWRM,FPBL,,09:06:59,,10-05-02,M5
MWRM,FPBL,,09:07:31,,10-05-02,M5
MWRM,FPBL,,00:00:00,,10-05-02,M5
MWRM,FPBP,leave,09:09:06,,10-05-02,M5
MWRM,FPBP,,09:09:43,,10-05-02,M5
MWRM,,,09:09:48,,10-05-02,M5
MWRM,,,09:10:06,,10-05-02,M5
MLNY,,,09:11:18,,10-05-02,M5
MWRM,,,09:11:33,,10-05-02,M5
MLNY,MGPM,,09:12:29,,10-05-02,M5
MLNY,MGPM,,09:13:03,,10-05-02,M5
MLNY,,,09:14:01,,10-05-02,M5
MGPM,,,09:14:32,,10-05-02,M5
MLNY,,,09:14:40,,10-05-02,M5
MGPM,,,09:15:07,,10-05-02,M5
MLNY,MGPM,,09:15:16,,10-05-02,M5
MLNY,MGPM,,09:15:33,,10-05-02,M5
MLNY,MGPM,,09:15:43,,10-05-02,M5
MLNY,MGPM,,09:15:56,,10-05-02,M5
MLNY,MGPM,,09:16:04,,10-05-02,M5
MGPM,MLNY,,09:16:14,,10-05-02,M5
MLNY,MGPM,,00:00:00,,10-05-02,M5
MWRM,,,09:16:30,,10-05-02,M5
MLNY,MGPM,,09:16:39,,10-05-02,M5
MLNY,MGPM,,09:16:49,,10-05-02,M5
MNYN,,,07:20:13,,10-05-02,M8
MNYN,,,07:20:23,,10-05-02,M8
MNYN,,,07:21:15,,10-05-02,M8
MNYN,,,07:21:17,,10-05-02,M8
MNYN,,,07:22:06,,10-05-02,M8
MNYN,FMOM,,07:23:26,,10-05-02,M8
MWPM,MDPD,,07:24:32,,10-05-02,M8
MDYP,,,07:25:12,,10-05-02,M8
MWPM,MRMP,,07:26:14,,10-05-02,M8
MNYN,FYGN,,07:26:32,,10-05-02,M8
MDYP,F2MD,,00:00:00,,10-05-02,M8
MNYN,FROY,,07:27:35,,10-05-02,M8
MNYN,,,07:27:46,,10-05-02,M8
MNYN,,,07:28:00,,10-05-02,M8
MNYN,,,07:28:20,,10-05-02,M8
MNYN,,,07:28:43,,10-05-02,M8
MNYN,FROY,rattle,07:28:54,,10-05-02,M8
MNYN,F2MD,,07:29:18,,10-05-02,M8
MNYN,FPYD,,00:00:00,,10-05-02,M8
MNYN,,,00:00:00,,10-05-02,M8
MNYN,FYGN,,07:30:17,,10-05-02,M8
MNYN,FROY,,07:31:00,,10-05-02,M8
MNYN,FROY,,07:31:00,,10-05-02,M8
MNYN,FYGN,,07:31:16,,10-05-02,M8
MNYN,FOMN,,07:31:25,,10-05-02,M8
MNYN,FYGN,,07:31:38,,10-05-02,M8
MNYN,MDYP,,07:32:16,,10-05-02,M8
MNYN,,,07:32:26,,10-05-02,M8
MNYN,FOMN,,07:32:52,,10-05-02,M8
MDYP,,,07:33:11,,10-05-02,M8
MNYN,,,00:00:00,,10-05-02,M8
MNYN,FYGN,leave,07:34:39,,10-05-02,M8
MNYN,FOMN,leave,07:53:33,,10-05-02,M8
MNYN,FOMN,leave,07:53:46,,10-05-02,M8
MNYN,FOMN,leave,07:53:57,,10-05-02,M8
MNYN,,,07:54:29,,10-05-02,M8
